Section,Question,Answer
Hazard Perception Test ,Can I get help from someone when taking the test?,No. The test should be attempted on your own. The Terms and Conditions you accepted when registering for the HPTO means you have legally agreed to complete the HPTO independently. Attempting to cheat means you may not have the skill to recognise and respond to hazards and be at greater risk of having an accident on the road. 
Hazard Perception Test ,"If I pass the test, will I find out straight away?","Once you complete the test, feedback is displayed onscreen immediately advising you of your result. This may also include ‘coaching statements’ for incorrect responses, so you know which areas you may need improvement or more practice. Your result is also displayed on your myVicRoads account dashboard. VicRoads is notified of your results and a copy is sent to you via email."
Hazard Perception Test ,"If I was unsuccessful taking the test in-person, can I register and take the test online? ","Yes. If you’ve been unsuccessful taking the test at a VicRoads Customer Service Centre, you can register to take the test online."
Hazard Perception Test ,"What if my permit or licence has been suspended, cancelled or disqualified?","If your permit has been suspended, cancelled or disqualified, you’ll still be able to complete the HPTO. However, if your ban period and/or your required learner permit minimum hold time is greater than 12 months, you’ll need to complete the HPTO again including paying for a new test fee. Test results are only valid for 12 months."
Hazard Perception Test ,How can you ensure people are who they say they are?,"Applicants who take the HPTO are required to have their own myVicRoads account including username, password, and associated security details (Authentication details). 
As an additional security step, applicants are also required to correctly answer a set of ‘pre-screening security questions’ online before they can access the test. VicRoads will continue to review the authentication environment and relevant security controls."
Hazard Perception Test ,What are the pre-screening security questions?,"When you launch the test, you’ll be presented with three randomised pre-screening security questions. These questions are generated from existing system data on your myVicRoads account."
Hazard Perception Test ,What happens if I don’t answer the pre-screening security questions correctly?,"All three pre-screening security questions must be answered correctly for you to access the test. After two unsuccessful attempts at answering the security questions, you’ll be locked out of the test for one hour before you can register for the test and try again. 

Under the Road Safety Act 1986(External link), it is an offence to obtain or to attempt to obtain a driver licence by any false statement, misrepresentation or other dishonest means, and any driver licence so obtained is invalid. VicRoads reserves the right to refuse to issue a driver licence if it has reason to believe that you have sought to obtain it by any false statement, misrepresentation, or other dishonest means."
Hazard Perception Test ,Does the HPTO contain any supporting audio? ,Yes. The HPTO contains supporting audio for both the practice test and actual test. Listening to the audio is an optional feature.
Hazard Perception Test ,"I clicked on the button to launch the course, but nothing happened. What should I do?","Please ensure you have enabled popup notifications on your browser settings. When you launch the test, it will open in a new browser on your device."
Hazard Perception Test ,"If I lose internet connection during the test, will I have to start it again?","If you have poor internet connection, need to pause or switch devices during the test, or you close your browser, the 45-minute timer will continue. If you return, you’ll only have the remaining time available to complete the test. Any incomplete test attempts will be automatically considered unsuccessful."
Hazard Perception Test ,Can I pause the test and continue another time? ,"No. If you need to pause or switch devices during the test, or you close your browser, the 45-minute timer will continue. If you return, you’ll only have the remaining time available to complete the test. Any incomplete test attempts will be automatically considered unsuccessful."
Hazard Perception Test ,What payment methods are available to pay the test fee online? ,"The test fee can be paid using either Mastercard or Visa. Please note, a card payment fee applies when using VISA or Mastercard."
Hazard Perception Test ,Who can I contact if I have any issues with accessing the test?,"If you experience any issues accessing the test, you can call the myVicRoads support team on 1300 650 266 Monday-Friday (8.30am-5.30pm) Saturday (8.30am to 12.30pm)."
Demerit points,What are demerit points and how do they affect my driving record?,"Demerit points are penalty points issued to drivers who commit specific driving offences. These points are recorded against your driving record under the Road Safety Act 1986 and Road Safety (Drivers) Regulations 2019. All drivers start with zero demerit points, and the more offences you commit, the more points you accumulate."
Demerit points,How can I check my demerit points?,You can check your demerit points for free online and order a driver history report for a nominal cost.
Demerit points,Where can I find more information about demerit points?,"For more information about demerit points, including limits, extensions, how to appeal, licence suspension, and incurring points while interstate or on an interstate or overseas licence, visit the Demerit points page on the Transport Victoria website."
Drink or drug driving offence,How can I get my licence back after a drink or drug driving offence?,"If you’ve lost your licence due to a drink or drug driving offence, you can learn how to get it back by visiting the ""Get your licence back after drink and/or drug driving"" page on the Transport Victoria website."
Drink or drug driving offence,What information does Transport Victoria provide about drink and drug driving?,"Transport Victoria provides information on alcohol and driving laws, the alcohol interlock program, behaviour change programs, drink and drug driving laws, offences and penalties, and how to get your licence back after a drink driving offence. It also offers forms, fact sheets, and publications related to alcohol, drugs, and driving."
Converting licence,Do I need to convert my overseas or interstate licence to a Victorian licence?,"Yes, if you have an overseas or interstate licence, you need to convert it to a Victorian licence within six months of residing in Victoria."
Converting licence,How can I find out when to convert my licence to a Victorian one?,You can use the online tool provided by Transport Victoria to determine when you need to convert your licence and the type of Victorian licence you will receive.
Converting licence,When do I need to convert my interstate driver licence to a Victorian licence?,"You need to convert your interstate driver licence to a Victorian driver licence if you will be living in Victoria for 6 months or more. If you will be in Victoria for less than 6 months, you do not need to convert your licence."
Converting licence,What do I need to bring to convert my interstate driver licence to a Victorian licence?,"To convert your interstate driver licence, you need to make an appointment at a VicRoads Customer Service Centre and bring:
A completed Licence or learner permit application form
Your interstate licence
Proof that you live in Victoria
Any medical reports if you have a medical condition or take prescribed medication that could affect your ability to drive
A driver licence fee."
Converting licence,When do I need to convert my overseas licence to a Victorian licence?,"You need to convert your overseas licence to a Victorian licence within 6 months of starting to live in Victoria. This 6-month period starts from the day you first begin living in Victoria, even if you leave and return."
Converting licence,What steps are involved in converting my overseas licence to a Victorian licence?,"To convert your overseas licence, you will need to:

Inform VicRoads of any medical conditions or prescription medications
Make an appointment at a VicRoads customer service centre
Fill in an application form
Show your overseas licence and proof of identity
Take an eyesight test
Pay the applicable fees.
You may also need to take Victoria's online and/or driving tests, depending on your age and the country your licence is from."
Converting licence,Who needs to take tests to convert their overseas licence?,"The need to take tests depends on your age and the country your licence is from.

Most people with licences from recognised countries will not need to do tests.
People aged 25 or older with licences from experienced driver countries typically do not need to do tests.
People with licences from other countries or those under 25 from experienced driver countries will need to take tests."
Converting licence,What tests might I need to take to convert my overseas licence?,"You might need to take the following tests:

Road Law Knowledge Test (Learner Permit Test)
Hazard Perception Test
Drive Test.
The Learner Permit Test and Hazard Perception Test can be taken online or in person, while the Drive Test must be done in person."
Converting licence,Can I get help in other languages when converting my overseas licence?,"Yes, information and help are available in various languages. The in-person Learner Permit Test and Hazard Perception Test are available in languages including Albanian, Arabic, Simplified Chinese, Macedonian, Persian, and more. You may also be able to book an interpreter for tests by visiting a VicRoads Customer Service Centre."
Converting licence,Why might I not receive a full Victorian licence when converting my overseas licence?,"You might not receive a full Victorian licence if:

You are between 16 and 18 years old; you will only be eligible for a learner permit.
You are between 18 and 21 years old; you will only be eligible for a probationary licence.
You are older than 21 but have held your licence for less than 3 years; you will only be eligible for a probationary licence."
Converting licence,How long does it take to get a Victorian licence when converting from an overseas licence?,"The time it takes to get your Victorian licence depends on the number of steps required. If only licence and identity verification are needed, it can be completed in a single appointment. However, the process will take longer if tests are required. Completing the online tool is the best way to understand your specific process."
Converting licence,What costs are involved in converting my overseas licence to a Victorian licence?,"You will need to pay for the following:

Any required tests (it’s cheaper to take the Road Knowledge Test and Hazard Perception Test online)
Your appointment to convert your licence
The licence itself.
You can find detailed information on fees by visiting the licence fees section on the Transport Victoria website."
Converting licence,Can I drive in Victoria with my overseas licence?,"You can drive in Victoria with your overseas licence if:

Your licence is current and valid
Your licence covers the type of vehicle you are driving
You have been living in Victoria for less than 6 months in total."
Converting licence,When am I not allowed to use my overseas licence to drive in Victoria?,"You cannot use your overseas licence to drive in Victoria if:

You have been disqualified, suspended, or cancelled from driving or obtaining a licence in any country
You have failed any driving test in Victoria
You have an Australian driver licence or permit from another state or territory
You have an Australian driver licence for a different kind of vehicle."
Tow truck licence,"How can I apply for accreditation to become an accident tow truck driver, service operator, or depot manager in Victoria?","To apply for accreditation as an accident tow truck driver, service operator, or depot manager, visit the Transport Victoria website. Accreditation ensures that drivers attending accident scenes can perform their jobs safely, efficiently, and in accordance with the law. The Department of Transport and Planning handles the accreditation process, and online applications are managed through their system."
Heavy vehicle licence,What are the eligibility requirements for obtaining a Victorian heavy vehicle licence?,"To be eligible for a Victorian heavy vehicle licence, you must:

Hold a current Victorian car licence
Have held an Australian car licence (including probationary P1 or P2) or a lower heavy vehicle category for the required minimum time, with any suspension or disqualification periods deducted from the minimum time
Pass an eyesight test
Pass a heavy vehicle knowledge test
Pass both on-road and off-road heavy vehicle driving assessments
Complete a formal training course (required for heavy combination and multi-combination applicants)
Meet national medical standards for private and commercial vehicle drivers
Not have an active Fines Victoria sanction during the assessment
Pay the licence variation fee.
"
Heavy vehicle licence,How can I learn to drive a heavy vehicle in Victoria?,"To learn to drive a heavy vehicle in Victoria, start by reading the latest edition of the Victorian Bus and Truck Drivers’ Handbook. Then, enrol in professional driving training at an accredited heavy vehicle training and testing provider, a driving school, or through your employer. If you know a licensed heavy vehicle driver, they can also assist with your training as long as they have a current licence for the type of vehicle you are learning to drive. Display 'Driver Under Instruction' plates while learning."
Heavy vehicle licence,What assessments do I need to pass to get a heavy vehicle licence?,"To obtain a heavy vehicle licence, you need to pass the following assessments:

An eyesight test
A heavy vehicle knowledge test
An on-road driving assessment
An off-road skills assessment.
For heavy combination and multi-combination categories, you must also complete a formal training course."
Heavy vehicle licence,How do I book a heavy vehicle assessment in Victoria?,"Heavy vehicle assessments are conducted by government-approved accredited providers. You will need to pay the assessment fees directly to the provider. When booking, you must inform the provider if you have any disqualifications, suspensions, medical conditions, or if you wear corrective lenses or a hearing aid."
Heavy vehicle licence,What happens after I pass my heavy vehicle assessment?,"After successfully completing your heavy vehicle assessment, the accredited provider will upload your application and score sheet to the VicRoads partner portal. You will receive a temporary paper licence on the day with your new licence endorsement, and your new licence card will be mailed to you within 7-10 working days. If your existing photo is over 5 years old, you may need a new photo, which can be taken at a VicRoads Customer Service Centre."
Motorcycle licence,How can I get my motorcycle learner permit in Victoria?,"To get your motorcycle learner permit in Victoria, visit the ""Get your motorcycle Ls"" page on the Transport Victoria website. This page will provide information on eligibility, training courses, and booking your learner permit test."
Motorcycle licence,How can I get my motorcycle licence in Victoria?,"To obtain your motorcycle licence in Victoria, visit the ""Prepare for your motorcycle licence"" page on the Transport Victoria website. This page includes details on eligibility, training courses, and booking your licence test."
Marine licence,Who is eligible to apply for a marine licence in Victoria?,"You can apply for a marine licence in Victoria if you are at least 12 years old and meet the basic medical and eyesight tests. To get a Personal Watercraft (PWC) endorsement, you must be at least 16 years old."
Marine licence,What tests do I need to take to get a marine licence in Victoria?,"To get a marine licence, you need to pass an eyesight test and a marine licence knowledge test with 30 multiple-choice questions (you must get at least 26 correct). If you want to operate a Personal Watercraft (PWC) like a jet-ski, you will also need to pass a PWC endorsement test with 15 questions (you need at least 13 correct)."
Marine licence,How can I prepare for the marine licence test?,"To prepare, you can download the latest edition of the Boating and Safety Handbook 2023 from the Safe Transport Victoria website and take a marine licence practice test. If you studied the 2020 handbook, make sure to review the changes to marine regulations before taking the test."
Marine licence,Where can I take the marine licence tests?,"You can take the tests at an accredited training provider with Safe Transport Victoria or by booking an appointment at a VicRoads Customer Service Centre, either in person or by calling 13 11 71. Due to recent updates, VicRoads is currently issuing paper marine licence tests until the online versions are updated."
Marine licence,Can I be exempt from taking the marine knowledge test?,"You may be exempt from the marine knowledge test if you have:

An interstate marine licence that hasn’t expired for more than five years
A valid Certificate of Attainment from an accredited training provider that is not more than 12 months old
A valid Certificate of Competency (a list of valid certificates is available on the Safe Transport Victoria website)."
Marine licence,"What is a restricted marine licence, and who can apply for it?","A restricted marine licence is available for individuals aged 12 to 16 years old. It prohibits operating a vessel between sunset and sunrise, towing a person or object, and operating at speeds of 10 knots or more. You cannot get a PWC endorsement until you are 16 years old."
Marine licence,How do I convert my interstate marine licence to a Victorian licence?,"To convert an interstate marine licence, you must:

Have a current marine licence (or expired less than five years ago)
Ensure your licence is not suspended, cancelled, or disqualified
Meet basic medical and eyesight tests
Provide proof of your interstate licence
Book an appointment for the conversion and bring your evidence of identity, payment for the licence, your interstate marine licence, and a completed licence or learner permit application form. Any conditions on your interstate licence will apply to your Victorian licence."
Ways to pay your vehicle registration,How can I pay my vehicle registration online?,"You can pay your registration online using your myVicRoads account or through Service Victoria. Payments can be made using Visa, MasterCard, BPAY, or by direct debit from a cheque or savings account."
Ways to pay your vehicle registration,What payment methods are available for paying registration?,"You can pay via Visa or MasterCard, BPAY, direct debit, phone, Australia Post, or by mail. EFTPOS and cash are also accepted at Australia Post and VicRoads Customer Service Centres, except for specific locations."
Ways to pay your vehicle registration,How do I pay my registration via BPAY?,"Use the biller code and account reference number provided on your renewal notice. If you do not have these details, you can find them in your myVicRoads account or on Service Victoria."
Ways to pay your vehicle registration,Can I pay my registration over the phone?,"Yes, call 1300 086 314 and follow the prompts to pay using a Visa or MasterCard."
Ways to pay your vehicle registration,"What is short-term registration, and how can I set it up?",Short-term registration allows you to pay for a period of three or six months instead of a full year. It is a pro-rata amount of the annual fee with an additional cost of $2.65 per period. You can change to short-term registration at any time for your next registration period before making payment.
Ways to pay your vehicle registration,When will I receive my registration renewal notice?,"Renewal notices are sent approximately six weeks before the registration due date. If you have a myVicRoads account and have not opted out of electronic communication, you will receive the notice by email."
Ways to pay your vehicle registration,What happens if I have unpaid fines?,"If Fines Victoria has applied a suspension to your registration, a renewal notice will not be sent. You will need to contact Fines Victoria to resolve any unpaid fines."
Ways to pay your vehicle registration,How is the cost of my registration calculated?,The registration cost in Victoria includes a registration fee and a Transport Accident Charge (TAC). You can use the renewal fee calculator or visit the registration fees page to find out the exact cost.
Ways to pay your vehicle registration,Am I eligible for a concession on my vehicle registration?,"If your renewal notice indicates that you are eligible for a concession, you can find more information by visiting the Registration concessions page."
Cancel your vehicle registration,When should I cancel my vehicle registration?,"You should cancel your registration if your vehicle is no longer being driven, sold without number plates, written off in an accident, stolen, or registered in another state."
Cancel your vehicle registration,Do I need to cancel my registration if I sold my vehicle with number plates?,"No, you don�t need to cancel the registration if you sold the vehicle with the number plates attached. You can transfer the registration to the new owner."
Cancel your vehicle registration,How do I cancel my vehicle registration online?,"Log in to your myVicRoads account, choose your vehicle, and complete the form. Your registration will be cancelled immediately, and refunds, if applicable, will take up to 10 business days to process."
Cancel your vehicle registration,Can I reverse my online registration cancellation?,"No, once you submit your cancellation request online, it cannot be reversed."
Cancel your vehicle registration,What do I need to provide for a refund when cancelling my registration?,"You need to provide your bank account details and a relevant document depending on the reason for cancellation, such as a police report for a stolen vehicle or a photo of destroyed number plates."
Cancel your vehicle registration,What happens to my number plates after cancelling my registration?,You should destroy your number plates or return them to a VicRoads Customer Service Centre.
Cancel your vehicle registration,Can I keep my number plates after cancelling my registration?,"If you want to keep your number plates, you cannot cancel your registration online. You will need to call VicRoads and pay a fee to retain the rights to the plates."
Cancel your vehicle registration,How do I cancel my registration in person?,"Visit a VicRoads Customer Service Centre with evidence of your identity, the number plates, and any necessary documents like a registration refund form or police report, depending on the reason for cancellation."
Cancel your vehicle registration,How long does it take to receive a refund after cancelling registration?,"If cancelled online, refunds are processed within 10 business days. If cancelled in person or over the phone, refunds are issued by cheque and take up to 4 weeks."
Cancel your vehicle registration,What fees are deducted from my registration refund?,"A $20.90 processing fee and 10% of the Transport Accident Commission (TAC) fee will be deducted from your refund. If the refund is less than these fees, no refund will be given."
Cancel your vehicle registration,What do I need to cancel someone else's registration?,You need their permission and must complete an Authority to Act as an Agent form. You will also need to follow the in-person cancellation steps and bring the completed form and your ID.
Cancel your vehicle registration,What should I do if my number plates are lost or stolen?,"For lost plates, you need to provide a statutory declaration. For stolen plates, you must provide a police report."
Cancel your vehicle registration,Can I get a refund if I don�t have the number plates?,"Yes, you can still get a refund by providing a statutory declaration explaining why you don�t have the number plates or a photo of the destroyed plates."
Cancel your vehicle registration,What happens if my online refund fails to process?,"If your online refund fails to process, a cheque will be sent instead."
Cancel your vehicle registration,How do I cancel registration if the vehicle was written off?,You need to provide a wreckers receipt or an insurance report to cancel the registration.
Cancel your boat or vessel registration,How can I cancel my boat or vessel registration online?,"You can cancel your boat or vessel registration online by logging into your myVicRoads account, selecting your boat or vessel, and completing the form. The registration will be immediately cancelled and cannot be reversed."
Cancel your boat or vessel registration,Can I get a refund when I cancel my boat or vessel registration?,"No, refunds are not applicable when cancelling a boat or vessel registration."
Cancel your boat or vessel registration,How do I cancel someone else�s boat or vessel registration?,"You need their permission and must complete an Authority to Act as an Agent form. Then, visit a VicRoads Customer Service Centre with the form and your own ID."
Set a common expiry date,What is a common expiry date for vehicle registrations?,A common expiry date allows the registration expiry dates of two or more vehicles registered in your name (or a company) to fall due on the same day.
Set a common expiry date,How do I set a common expiry date for a company or incorporated association?,"The first application must be made in writing on company letterhead and include the company name, address, ACN, vehicle registration numbers, and the desired common expiry date. This can be emailed to fleetmanagement@roads.vic.gov.au."
Set a common expiry date,How do I set a common expiry date for individuals?,"The first application can be made in writing or verbally at a VicRoads Customer Service Centre or over the phone. You will need to provide your full name, address, driver licence number, vehicle registration numbers, desired common expiry date, and signature."
Set a common expiry date,Can I set a common expiry date for a vehicle registered to my spouse or domestic partner?,"Yes, you can include a vehicle registered to your spouse or domestic partner by providing a marriage certificate (for a spouse) or a statutory declaration from both parties (for a domestic partner), along with their full name, address, driver licence number, and signature."
Set a common expiry date,Is there a fee to set a common expiry date?,"There is no charge for implementing a common expiry date, but a TAC administration fee will be applied to the pro-rata registration renewal notice."
Set a common expiry date,How do I add new vehicles to an existing common expiry date?,"To add new vehicles, provide your name, address, driver licence number, vehicle registration number, and the approved common expiry date. You can submit this information by calling 13 11 71 or visiting a VicRoads Customer Service Centre."
Set a common expiry date,What happens if the common expiry date is set for 60 days or less?,"If the common expiry date is within 60 days, the full TAC charge and full registration fee for the next year must be collected in advance, along with the balance of fees to change the registration to the new expiry date."
Update your company details for vehicle registration,How can I update my company�s address for vehicle or vessel registration?,"The easiest way to update your company address is through your myVicRoads business account. Simply log in, select ""Business Details"" on the account dashboard, and update your address. You can also update your address by mail or at a VicRoads Customer Service Centre."
Update your company details for vehicle registration,What information is required to change a company�s address by mail?,"You need to submit written notification on company letterhead that includes the company�s ACN/ARBN, the signature of a director, secretary, or authorised representative, the new address, and a list of affected vehicles or vessels with their registration numbers, make, and model."
Update your company details for vehicle registration,How long does it take for a company address change to be processed?,"Changes submitted by mail take up to 72 hours to complete, while updates made via myVicRoads or at a Customer Service Centre are processed immediately."
Update your company details for vehicle registration,What do I need to change my company name with VicRoads?,"To change your company name, you need to submit a Certification of Registration on Change of Name from ASIC and a letter detailing the vehicles or vessels to be updated, including their registration numbers, make, and model. No transfer fee or roadworthiness certificate is required unless the ACN/ARBN has changed."
Update your company details for vehicle registration,What happens if the company ACN/ARBN changes along with the company name?,"If the company ACN/ARBN changes, the new company will need to be registered with VicRoads as a new client, and any vehicles must be transferred from the old company name to the new one. This requires an application for transfer of registration, payment of the transfer fee, motor vehicle duty, and a Certificate of Roadworthiness."
Certificate of registration,Where can I find my certificate of registration?,"Your certificate of registration is included in your registration renewal notice, located in the green box on the second page. If you've received the renewal by email, you can also view it by logging into your myVicRoads account under the �Notification History� section."
Certificate of registration,Do I need to carry a physical copy of my certificate of registration while driving?,"No, you are not required to carry a physical copy of your certificate of registration while driving."
Certificate of registration,How can I get a replacement certificate of registration?,"If you don't have a myVicRoads account, you can purchase a physical replacement certificate for $20.20. A replacement may be issued for free if there has been a change to your vehicle details, your renewal notice was returned undelivered, or the vehicle was transferred to a new registered operator."
Buying a vehicle,What should I do when I buy a vehicle privately in Victoria?,"You need to notify VicRoads within 14 days of the sale. In most cases, you can complete the vehicle transfer online in your myVicRoads account after the seller completes their part of the transfer."
Buying a vehicle,What types of vehicles can I transfer online through myVicRoads?,"You can transfer cars, motorbikes, trucks, heavy vehicles, trailers, and caravans through your myVicRoads account."
Buying a vehicle,What if I bought a vehicle from a dealer?,"If you bought a new or secondhand vehicle from a dealer, the dealer will handle the registration transfer process for you."
Buying a vehicle,What types of transfers require visiting a VicRoads Customer Service Centre?,"Transfers involving a trust, company, incorporated body, current/former spouse or domestic partner, a deceased owner, or a minor must be completed at a VicRoads Customer Service Centre."
Buying a vehicle,How do I check if the vehicle is registered before buying?,"You can perform a registration check to confirm the vehicle�s registration status, VIN, engine number, make, and other details. You should also request proof of registration from the seller, such as showing the vehicle listed in their myVicRoads account."
Buying a vehicle,What other checks should I do before buying a vehicle?,"You can do a Personal Property Securities Register (PPSR) check to see if the vehicle has been written off, stolen, or has any money owing. You can also obtain a VicRoads Vehicle Report for more detailed information."
Buying a vehicle,How do I complete the transfer of a vehicle after purchase?,"Once the seller completes their part of the transfer, you will receive an email within 24 hours notifying you that the vehicle has been transferred into your myVicRoads account. You can then finalize the transfer by paying any applicable motor vehicle duty and transfer fee."
Buying a vehicle,What if the seller can�t complete the transfer online during the sale?,"If the seller cannot complete the transfer online, ask them to fill out the vehicle transfer form. You can use this form to complete the transfer at a VicRoads Customer Service Centre if needed."
Buying a vehicle,What should I include in a receipt when buying a vehicle?,"The receipt should include the buyer's and seller�s names, addresses, and signatures, the vehicle details, and the date and time of the sale. You can use the VicRoads receipt template for this purpose."
Buying a vehicle,What do I need from the seller to complete the transfer?,"You will need your Victorian driver licence number or VicRoads customer number, and the seller should provide a certificate of roadworthiness (if required) that is less than 30 days old."
Selling a vehicle,What do I need to do when I sell a vehicle in Victoria?,"You need to notify VicRoads by submitting a notice of disposal. You can complete this online in your myVicRoads account, or if additional documentation is needed, visit a VicRoads Customer Service Centre."
Selling a vehicle,How do I submit a notice of disposal online?,"Log in to your myVicRoads account, find the vehicle, and select ""Transfer vehicle"" to complete the notice of disposal. You must do this before the buyer can complete their part of the transfer process."
Selling a vehicle,Do I need a certificate of roadworthiness to sell a vehicle?,"Yes, in most cases, you need a certificate of roadworthiness from a licensed vehicle tester. The certificate is valid for 30 days, and if the vehicle fails inspection, issues must be fixed within 14 days."
Selling a vehicle,What do I need from the buyer to complete the notice of disposal?,"The buyer needs to provide their Victorian driver licence number or VicRoads customer number, and their family name (or ACN if a company is buying the vehicle)."
Selling a vehicle,What should I do if I have a direct debit for my vehicle�s registration?,"If you pay your registration by direct debit, you should cancel the direct debit before transferring the vehicle to the buyer."
Selling a vehicle,What should I do if I can't complete the notice of disposal while the buyer is present?,"If you can't complete the notice of disposal with the buyer present, fill out the vehicle transfer form with the buyer and take a copy. You can still complete the notice of disposal online later."
Selling a vehicle,What should be included in the receipt when selling a vehicle?,"The receipt should include your name and address, the buyer�s name, address, and signature, the vehicle�s details, and the date and time of the sale. You can use the VicRoads receipt template for this purpose."
Selling a vehicle,What types of vehicle transfers require visiting a VicRoads Customer Service Centre?,"Transfers involving a trust, company, spouse or domestic partner, a deceased person, or a minor must be completed at a VicRoads Customer Service Centre."
Buy a vehicle from another state,What do I need to do when buying a vehicle from another state and bringing it to Victoria?,"You will need to register the vehicle in Victoria. To do this, get a certificate of roadworthiness (if required) and make an appointment at a VicRoads Customer Service Centre. You don�t need to cancel the interstate registration, as it will be automatically cancelled when you register the vehicle in Victoria."
Buy a vehicle from another state,What should I do with the interstate number plates when registering the vehicle in Victoria?,"At your VicRoads appointment, you can hand in the interstate number plates, and you will be issued a receipt."
 Sell a vehicle to someone in another state,What should I do if I sell a vehicle to someone in another state?,"The easiest way to transfer ownership is to cancel the vehicle's registration in Victoria before the sale. This removes your responsibility for any fines or traffic offenses. You will need to remove the number plates, which can be destroyed or returned to a VicRoads Customer Service Centre."
 Sell a vehicle to someone in another state,How does the interstate buyer transport the vehicle if I cancel the registration?,"The buyer can apply for a Victorian unregistered vehicle permit to transport the vehicle back to their home state, where they can then register it."
 Sell a vehicle to someone in another state,What should I do if I already sold the vehicle to an interstate buyer without cancelling the registration?,"If the buyer registers the vehicle in their home state and your Victorian registration expires by three months, it will automatically be cancelled. However, if you are concerned about fines or notices, complete a vehicle transfer form with both parties' details and visit a VicRoads Customer Service Centre to transfer the vehicle out of your name."
Check vehicle registration,"What is the Registration check service, and what information does it provide?","The Registration check is a free service used to confirm a vehicle's details and registration status. It provides information such as the vehicle�s VIN/chassis number, engine number, make, colour, body type, year of manufacture, and registration status (current, expired, suspended, or cancelled)."
Check vehicle registration,Can I use the Registration check service for all types of vehicles?,"The Registration check service is available for cars, motorcycles, trucks, trailers, and caravans recorded on the Victorian Vehicles Register. It does not cover vessel (boat or personal watercraft) registration, nor is it a national check."
Check vehicle registration,"What is the Personal Property Securities Register (PPSR) service, and what does it check?","The PPSR is a national service that checks for security interests (such as outstanding debts) on a vehicle, as well as details like make, model, registration status, stolen status, and written-off status. Fees apply for this service."
Check vehicle registration,How can I access the Personal Property Securities Register (PPSR) service?,"You can visit the PPSR website, call 1300 007 777, email enquiries@ppsr.gov.au, fax (08) 7087 4405, or write to the National Service Centre, GPO Box 1944, Adelaide, SA 5001."
Check vehicle registration,How can I check if a vehicle is affected by the Takata airbag recall?,"You can visit the ""Is my airbag safe?"" website to check if a vehicle has been recalled due to a faulty airbag. For questions, contact an authorised vehicle dealership or the manufacturer."
Check vehicle registration,Is the Registration check service available nationwide?,"No, the Registration check service is only for vehicles recorded on the Victorian Vehicles Register. It is not a national service."
Check vehicle registration,How can I check my vehicle registration online?,You can check your vehicle registration online through the Service Victoria website. The process only takes a minute.
Buy a vehicle report,What information does the VicRoads vehicle report provide?,"The VicRoads vehicle report includes an odometer discrepancy check, written-off and stolen history, outstanding finance checks, and valuation and safety insights. It also offers exclusive features such as Victorian registration and transfer history, and Victorian roadworthy history."
Buy a vehicle report,Why should I buy a VicRoads vehicle report?,"The VicRoads vehicle report provides the most comprehensive vehicle history in Victoria, helping you buy with confidence by offering detailed insights into the vehicle's past, including potential issues like odometer discrepancies, outstanding finance, and safety concerns."
"Buy, sell or transfer help",How can I find my VicRoads customer number?,"You can find your VicRoads customer number by logging into your myVicRoads account and looking under the ""Profile and settings"" section."
"Buy, sell or transfer help",What do I need to do when buying an unregistered vehicle?,"You should check the registration and complete a PPSR check before purchasing an unregistered vehicle. After buying, you�ll need to register the vehicle before driving it on public roads. If you need to drive it while it�s unregistered, you�ll need to get an unregistered vehicle permit."
"Buy, sell or transfer help",What should I do before selling an unregistered vehicle?,You should remove the number plates from the vehicle and return them to a VicRoads Customer Service Centre or destroy them. You do not need to provide the buyer with a certificate of roadworthiness if the vehicle is unregistered.
"Buy, sell or transfer help",How is a trailer or caravan classified as heavy or light?,"Trailers and caravans are classified based on their Aggregate Trailer Mass (ATM). Heavy trailers have an ATM over 4.5 tonnes, while light trailers have an ATM of 4.5 tonnes or fewer."
"Buy, sell or transfer help",What documents are needed to transfer a vehicle to my current spouse or domestic partner?,"You need to provide one of the following: an original or certified marriage certificate, a relationship certificate, or statutory declarations from both spouses or domestic partners declaring the relationship."
"Buy, sell or transfer help",What documents are needed to transfer a vehicle to my former spouse or domestic partner?,"You need to provide one of the following: a Family Court Order, a Mediation Agreement, or statutory declarations from both parties declaring the dissolved relationship and nominating which party the vehicle should be transferred to."
"Buy, sell or transfer help",How can I keep custom plates after selling or transferring a vehicle?,"If you are keeping custom plates, either to transfer them to another vehicle or to retain them without assigning them, notify VicRoads by calling 13 11 71 or visiting a VicRoads Customer Service Centre."
"Buy, sell or transfer help",What proof is required for a garage address in Victoria?,"You will need to provide either a bill, bank statement, rates notice, or other evidence linking your name to the Victorian address, or a signed letter from someone with a Victorian driver licence confirming the vehicle is garaged at their address. The letter must include their licence details, your details, and the vehicle�s details."
Register an interstate vehicle,What should I do before registering an interstate vehicle in Victoria?,"Before registering your interstate vehicle in Victoria, you should check if it has been reported stolen or written off, and ensure there is no money owing on it by using the Personal Property Security Register (PPSR) service."
Register an interstate vehicle,Do I need a Certificate of Roadworthiness (RWC) to register my interstate vehicle in Victoria?,"An RWC is required unless the vehicle is already registered in your name interstate, and is being registered in the same name in Victoria, with the interstate registration still current or expired by less than three months. If the vehicle is registered in ACT or Tasmania and the registration has expired, an RWC will be required."
