Section,Question,Answer
Hazard Perception Test ,Can I get help from someone when taking the test?,No. The test should be attempted on your own. The Terms and Conditions you accepted when registering for the HPTO means you have legally agreed to complete the HPTO independently. Attempting to cheat means you may not have the skill to recognise and respond to hazards and be at greater risk of having an accident on the road. 
Hazard Perception Test ,"If I pass the test, will I find out straight away?","Once you complete the test, feedback is displayed onscreen immediately advising you of your result. This may also include ‘coaching statements’ for incorrect responses, so you know which areas you may need improvement or more practice. Your result is also displayed on your myVicRoads account dashboard. VicRoads is notified of your results and a copy is sent to you via email."
Hazard Perception Test ,"If I was unsuccessful taking the test in-person, can I register and take the test online? ","Yes. If you’ve been unsuccessful taking the test at a VicRoads Customer Service Centre, you can register to take the test online."
Hazard Perception Test ,"What if my permit or licence has been suspended, cancelled or disqualified?","If your permit has been suspended, cancelled or disqualified, you’ll still be able to complete the HPTO. However, if your ban period and/or your required learner permit minimum hold time is greater than 12 months, you’ll need to complete the HPTO again including paying for a new test fee. Test results are only valid for 12 months."
Hazard Perception Test ,How can you ensure people are who they say they are?,"Applicants who take the HPTO are required to have their own myVicRoads account including username, password, and associated security details (Authentication details). 
As an additional security step, applicants are also required to correctly answer a set of ‘pre-screening security questions’ online before they can access the test. VicRoads will continue to review the authentication environment and relevant security controls."
Hazard Perception Test ,What are the pre-screening security questions?,"When you launch the test, you’ll be presented with three randomised pre-screening security questions. These questions are generated from existing system data on your myVicRoads account."
Hazard Perception Test ,What happens if I don’t answer the pre-screening security questions correctly?,"All three pre-screening security questions must be answered correctly for you to access the test. After two unsuccessful attempts at answering the security questions, you’ll be locked out of the test for one hour before you can register for the test and try again. 

Under the Road Safety Act 1986(External link), it is an offence to obtain or to attempt to obtain a driver licence by any false statement, misrepresentation or other dishonest means, and any driver licence so obtained is invalid. VicRoads reserves the right to refuse to issue a driver licence if it has reason to believe that you have sought to obtain it by any false statement, misrepresentation, or other dishonest means."
Hazard Perception Test ,Does the HPTO contain any supporting audio? ,Yes. The HPTO contains supporting audio for both the practice test and actual test. Listening to the audio is an optional feature.
Hazard Perception Test ,"I clicked on the button to launch the course, but nothing happened. What should I do?","Please ensure you have enabled popup notifications on your browser settings. When you launch the test, it will open in a new browser on your device."
Hazard Perception Test ,"If I lose internet connection during the test, will I have to start it again?","If you have poor internet connection, need to pause or switch devices during the test, or you close your browser, the 45-minute timer will continue. If you return, you’ll only have the remaining time available to complete the test. Any incomplete test attempts will be automatically considered unsuccessful."
Hazard Perception Test ,Can I pause the test and continue another time? ,"No. If you need to pause or switch devices during the test, or you close your browser, the 45-minute timer will continue. If you return, you’ll only have the remaining time available to complete the test. Any incomplete test attempts will be automatically considered unsuccessful."
Hazard Perception Test ,What payment methods are available to pay the test fee online? ,"The test fee can be paid using either Mastercard or Visa. Please note, a card payment fee applies when using VISA or Mastercard."
Hazard Perception Test ,Who can I contact if I have any issues with accessing the test?,"If you experience any issues accessing the test, you can call the myVicRoads support team on 1300 650 266 Monday-Friday (8.30am-5.30pm) Saturday (8.30am to 12.30pm)."
Demerit points,What are demerit points and how do they affect my driving record?,"Demerit points are penalty points issued to drivers who commit specific driving offences. These points are recorded against your driving record under the Road Safety Act 1986 and Road Safety (Drivers) Regulations 2019. All drivers start with zero demerit points, and the more offences you commit, the more points you accumulate."
Demerit points,How can I check my demerit points?,You can check your demerit points for free online and order a driver history report for a nominal cost.
Demerit points,Where can I find more information about demerit points?,"For more information about demerit points, including limits, extensions, how to appeal, licence suspension, and incurring points while interstate or on an interstate or overseas licence, visit the Demerit points page on the Transport Victoria website."
Drink or drug driving offence,How can I get my licence back after a drink or drug driving offence?,"If you’ve lost your licence due to a drink or drug driving offence, you can learn how to get it back by visiting the ""Get your licence back after drink and/or drug driving"" page on the Transport Victoria website."
Drink or drug driving offence,What information does Transport Victoria provide about drink and drug driving?,"Transport Victoria provides information on alcohol and driving laws, the alcohol interlock program, behaviour change programs, drink and drug driving laws, offences and penalties, and how to get your licence back after a drink driving offence. It also offers forms, fact sheets, and publications related to alcohol, drugs, and driving."
Converting licence,Do I need to convert my overseas or interstate licence to a Victorian licence?,"Yes, if you have an overseas or interstate licence, you need to convert it to a Victorian licence within six months of residing in Victoria."
Converting licence,How can I find out when to convert my licence to a Victorian one?,You can use the online tool provided by Transport Victoria to determine when you need to convert your licence and the type of Victorian licence you will receive.
Converting licence,When do I need to convert my interstate driver licence to a Victorian licence?,"You need to convert your interstate driver licence to a Victorian driver licence if you will be living in Victoria for 6 months or more. If you will be in Victoria for less than 6 months, you do not need to convert your licence."
Converting licence,What do I need to bring to convert my interstate driver licence to a Victorian licence?,"To convert your interstate driver licence, you need to make an appointment at a VicRoads Customer Service Centre and bring:
A completed Licence or learner permit application form
Your interstate licence
Proof that you live in Victoria
Any medical reports if you have a medical condition or take prescribed medication that could affect your ability to drive
A driver licence fee."
Converting licence,When do I need to convert my overseas licence to a Victorian licence?,"You need to convert your overseas licence to a Victorian licence within 6 months of starting to live in Victoria. This 6-month period starts from the day you first begin living in Victoria, even if you leave and return."
Converting licence,What steps are involved in converting my overseas licence to a Victorian licence?,"To convert your overseas licence, you will need to:

Inform VicRoads of any medical conditions or prescription medications
Make an appointment at a VicRoads customer service centre
Fill in an application form
Show your overseas licence and proof of identity
Take an eyesight test
Pay the applicable fees.
You may also need to take Victoria's online and/or driving tests, depending on your age and the country your licence is from."
Converting licence,Who needs to take tests to convert their overseas licence?,"The need to take tests depends on your age and the country your licence is from.

Most people with licences from recognised countries will not need to do tests.
People aged 25 or older with licences from experienced driver countries typically do not need to do tests.
People with licences from other countries or those under 25 from experienced driver countries will need to take tests."
Converting licence,What tests might I need to take to convert my overseas licence?,"You might need to take the following tests:

Road Law Knowledge Test (Learner Permit Test)
Hazard Perception Test
Drive Test.
The Learner Permit Test and Hazard Perception Test can be taken online or in person, while the Drive Test must be done in person."
Converting licence,Can I get help in other languages when converting my overseas licence?,"Yes, information and help are available in various languages. The in-person Learner Permit Test and Hazard Perception Test are available in languages including Albanian, Arabic, Simplified Chinese, Macedonian, Persian, and more. You may also be able to book an interpreter for tests by visiting a VicRoads Customer Service Centre."
Converting licence,Why might I not receive a full Victorian licence when converting my overseas licence?,"You might not receive a full Victorian licence if:

You are between 16 and 18 years old; you will only be eligible for a learner permit.
You are between 18 and 21 years old; you will only be eligible for a probationary licence.
You are older than 21 but have held your licence for less than 3 years; you will only be eligible for a probationary licence."
Converting licence,How long does it take to get a Victorian licence when converting from an overseas licence?,"The time it takes to get your Victorian licence depends on the number of steps required. If only licence and identity verification are needed, it can be completed in a single appointment. However, the process will take longer if tests are required. Completing the online tool is the best way to understand your specific process."
Converting licence,What costs are involved in converting my overseas licence to a Victorian licence?,"You will need to pay for the following:

Any required tests (it’s cheaper to take the Road Knowledge Test and Hazard Perception Test online)
Your appointment to convert your licence
The licence itself.
You can find detailed information on fees by visiting the licence fees section on the Transport Victoria website."
Converting licence,Can I drive in Victoria with my overseas licence?,"You can drive in Victoria with your overseas licence if:

Your licence is current and valid
Your licence covers the type of vehicle you are driving
You have been living in Victoria for less than 6 months in total."
Converting licence,When am I not allowed to use my overseas licence to drive in Victoria?,"You cannot use your overseas licence to drive in Victoria if:

You have been disqualified, suspended, or cancelled from driving or obtaining a licence in any country
You have failed any driving test in Victoria
You have an Australian driver licence or permit from another state or territory
You have an Australian driver licence for a different kind of vehicle."
Tow truck licence,"How can I apply for accreditation to become an accident tow truck driver, service operator, or depot manager in Victoria?","To apply for accreditation as an accident tow truck driver, service operator, or depot manager, visit the Transport Victoria website. Accreditation ensures that drivers attending accident scenes can perform their jobs safely, efficiently, and in accordance with the law. The Department of Transport and Planning handles the accreditation process, and online applications are managed through their system."
Heavy vehicle licence,What are the eligibility requirements for obtaining a Victorian heavy vehicle licence?,"To be eligible for a Victorian heavy vehicle licence, you must:

Hold a current Victorian car licence
Have held an Australian car licence (including probationary P1 or P2) or a lower heavy vehicle category for the required minimum time, with any suspension or disqualification periods deducted from the minimum time
Pass an eyesight test
Pass a heavy vehicle knowledge test
Pass both on-road and off-road heavy vehicle driving assessments
Complete a formal training course (required for heavy combination and multi-combination applicants)
Meet national medical standards for private and commercial vehicle drivers
Not have an active Fines Victoria sanction during the assessment
Pay the licence variation fee.
"
Heavy vehicle licence,How can I learn to drive a heavy vehicle in Victoria?,"To learn to drive a heavy vehicle in Victoria, start by reading the latest edition of the Victorian Bus and Truck Drivers’ Handbook. Then, enrol in professional driving training at an accredited heavy vehicle training and testing provider, a driving school, or through your employer. If you know a licensed heavy vehicle driver, they can also assist with your training as long as they have a current licence for the type of vehicle you are learning to drive. Display 'Driver Under Instruction' plates while learning."
Heavy vehicle licence,What assessments do I need to pass to get a heavy vehicle licence?,"To obtain a heavy vehicle licence, you need to pass the following assessments:

An eyesight test
A heavy vehicle knowledge test
An on-road driving assessment
An off-road skills assessment.
For heavy combination and multi-combination categories, you must also complete a formal training course."
Heavy vehicle licence,How do I book a heavy vehicle assessment in Victoria?,"Heavy vehicle assessments are conducted by government-approved accredited providers. You will need to pay the assessment fees directly to the provider. When booking, you must inform the provider if you have any disqualifications, suspensions, medical conditions, or if you wear corrective lenses or a hearing aid."
Heavy vehicle licence,What happens after I pass my heavy vehicle assessment?,"After successfully completing your heavy vehicle assessment, the accredited provider will upload your application and score sheet to the VicRoads partner portal. You will receive a temporary paper licence on the day with your new licence endorsement, and your new licence card will be mailed to you within 7-10 working days. If your existing photo is over 5 years old, you may need a new photo, which can be taken at a VicRoads Customer Service Centre."
Motorcycle licence,How can I get my motorcycle learner permit in Victoria?,"To get your motorcycle learner permit in Victoria, visit the ""Get your motorcycle Ls"" page on the Transport Victoria website. This page will provide information on eligibility, training courses, and booking your learner permit test."
Motorcycle licence,How can I get my motorcycle licence in Victoria?,"To obtain your motorcycle licence in Victoria, visit the ""Prepare for your motorcycle licence"" page on the Transport Victoria website. This page includes details on eligibility, training courses, and booking your licence test."
Marine licence,Who is eligible to apply for a marine licence in Victoria?,"You can apply for a marine licence in Victoria if you are at least 12 years old and meet the basic medical and eyesight tests. To get a Personal Watercraft (PWC) endorsement, you must be at least 16 years old."
Marine licence,What tests do I need to take to get a marine licence in Victoria?,"To get a marine licence, you need to pass an eyesight test and a marine licence knowledge test with 30 multiple-choice questions (you must get at least 26 correct). If you want to operate a Personal Watercraft (PWC) like a jet-ski, you will also need to pass a PWC endorsement test with 15 questions (you need at least 13 correct)."
Marine licence,How can I prepare for the marine licence test?,"To prepare, you can download the latest edition of the Boating and Safety Handbook 2023 from the Safe Transport Victoria website and take a marine licence practice test. If you studied the 2020 handbook, make sure to review the changes to marine regulations before taking the test."
Marine licence,Where can I take the marine licence tests?,"You can take the tests at an accredited training provider with Safe Transport Victoria or by booking an appointment at a VicRoads Customer Service Centre, either in person or by calling 13 11 71. Due to recent updates, VicRoads is currently issuing paper marine licence tests until the online versions are updated."
Marine licence,Can I be exempt from taking the marine knowledge test?,"You may be exempt from the marine knowledge test if you have:

An interstate marine licence that hasn’t expired for more than five years
A valid Certificate of Attainment from an accredited training provider that is not more than 12 months old
A valid Certificate of Competency (a list of valid certificates is available on the Safe Transport Victoria website)."
Marine licence,"What is a restricted marine licence, and who can apply for it?","A restricted marine licence is available for individuals aged 12 to 16 years old. It prohibits operating a vessel between sunset and sunrise, towing a person or object, and operating at speeds of 10 knots or more. You cannot get a PWC endorsement until you are 16 years old."
Marine licence,How do I convert my interstate marine licence to a Victorian licence?,"To convert an interstate marine licence, you must:

Have a current marine licence (or expired less than five years ago)
Ensure your licence is not suspended, cancelled, or disqualified
Meet basic medical and eyesight tests
Provide proof of your interstate licence
Book an appointment for the conversion and bring your evidence of identity, payment for the licence, your interstate marine licence, and a completed licence or learner permit application form. Any conditions on your interstate licence will apply to your Victorian licence."
